tanggal,kecamatan,produk,kategori_produk,jenis_pelanggan,channel_penjualan,jumlah_terjual,harga_satuan,total_penjualan,suhu_udara_celsius,musim,hari_libur,promo_aktif,stok_awal,stok_sisa,jarak_pengiriman_km,biaya_distribusi,metode_pembayaran,rating_pelanggan
2025-01-20,Ampel,Keju Mozzarella,Olahan,Toko Modern,Offline,38,22960.0,872480.0,24.3,Hujan,Tidak,Ya,56,18,18,10180,QRIS,4.1
2025-01-20,Musuk,Susu Segar,Susu Cair,Restoran/Kafe,Offline,41,11966.0,490606.0,24.3,Hujan,Tidak,Tidak,117,81,16,8070,Tunai,4.8
2025-01-20,Boyolali Kota,Susu UHT,Susu Cair,Pasar Tradisional,Offline,53,8614.0,456542.0,24.3,Hujan,Tidak,Tidak,88,34,7,4041,Transfer,3.7
2025-01-21,Boyolali Kota,Permen Susu,Snack,Warung,Offline,30,4937.0,148110.0,25.3,Hujan,Tidak,Tidak,58,25,7,5550,QRIS,4.3
2025-01-21,Boyolali Kota,Es Krim,Snack,Toko Modern,Offline,39,6998.0,272922.0,25.3,Hujan,Tidak,Tidak,97,56,3,2867,Tunai,3.6
2025-01-22,Mojosongo,Yogurt,Olahan,Restoran/Kafe,Titip Jual,61,10124.0,617564.0,23.9,Hujan,Tidak,Tidak,82,19,8,4986,Transfer,5.0
2025-01-22,Boyolali Kota,Yogurt,Olahan,Toko Modern,Offline,14,9895.0,138530.0,23.9,Hujan,Tidak,Tidak,72,61,6,3984,QRIS,4.4
2025-01-23,Musuk,Yogurt,Olahan,Pasar Tradisional,Offline,42,9846.0,413532.0,24.2,Hujan,Tidak,Tidak,84,45,14,6752,Tunai,3.8
2025-01-23,Musuk,Susu UHT,Susu Cair,Warung,Offline,37,7904.0,292448.0,24.2,Hujan,Tidak,Ya,97,58,16,8951,Tunai,4.4
2025-01-23,Selo,Yogurt,Olahan,Toko Modern,Offline,45,9594.0,431730.0,24.2,Hujan,Tidak,Tidak,91,43,20,10314,Tunai,5.0
2025-01-23,Mojosongo,Susu Segar,Susu Cair,Warung,Offline,53,12620.0,668860.0,24.2,Hujan,Tidak,Tidak,94,44,11,6288,Transfer,4.5
2025-01-24,Ampel,Yogurt,Olahan,Restoran/Kafe,Titip Jual,37,9769.0,361453.0,22.3,Hujan,Tidak,Tidak,52,18,15,8484,QRIS,4.6
2025-01-24,Cepogo,Susu UHT,Susu Cair,Warung,Offline,33,8422.0,277926.0,22.3,Hujan,Tidak,Tidak,62,32,18,8373,Tunai,4.8
2025-01-24,Ampel,Yogurt,Olahan,Toko Modern,Titip Jual,25,9964.0,249100.0,22.3,Hujan,Tidak,Tidak,68,45,15,7449,Tunai,4.8
2025-01-24,Mojosongo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,56,11708.0,655648.0,22.3,Hujan,Tidak,Tidak,73,15,10,6060,Tunai,5.0
2025-01-25,Selo,Susu UHT,Susu Cair,Pasar Tradisional,Online,46,8941.0,411286.0,28.5,Hujan,Ya,Tidak,62,19,23,11262,Transfer,3.6
2025-01-25,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Titip Jual,76,11847.0,900372.0,28.5,Hujan,Ya,Tidak,102,27,14,8421,QRIS,4.5
2025-01-25,Selo,Susu Segar,Susu Cair,Warung,Titip Jual,55,12267.0,674685.0,28.5,Hujan,Ya,Tidak,97,47,22,10452,Tunai,4.8
2025-01-26,Cepogo,Susu Segar,Susu Cair,Toko Modern,Offline,55,12527.0,688985.0,27.2,Hujan,Ya,Tidak,74,19,15,7677,QRIS,4.6
2025-01-26,Mojosongo,Keju Mozzarella,Olahan,Warung,Offline,53,28510.0,1511030.0,27.2,Hujan,Ya,Tidak,118,62,9,4516,Transfer,4.5
2025-01-26,Musuk,Susu UHT,Susu Cair,Toko Modern,Titip Jual,63,6970.0,439110.0,27.2,Hujan,Ya,Ya,100,40,18,9245,Transfer,4.0
2025-01-26,Selo,Susu Segar,Susu Cair,Toko Modern,Offline,76,,,27.2,Hujan,Ya,Tidak,92,21,20,11072,Tunai,4.4
2025-01-27,Musuk,Susu Segar,Susu Cair,Warung,Offline,70,11670.0,816900.0,26.0,Hujan,Tidak,Tidak,103,32,17,9883,Transfer,4.6
2025-01-27,Musuk,Susu UHT,Susu Cair,Toko Modern,Offline,27,8554.0,230958.0,26.0,Hujan,Tidak,Tidak,55,31,18,9751,Transfer,3.4
2025-01-28,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Online,33,8670.0,286110.0,27.9,Hujan,Tidak,Tidak,89,61,10,5420,Tunai,4.0
2025-01-28,Boyolali Kota,Susu UHT,Susu Cair,Warung,Offline,53,8784.0,465552.0,27.9,Hujan,Tidak,Tidak,122,72,5,3308,Tunai,4.3
2025-01-28,Cepogo,Susu Segar,Susu Cair,Warung,Offline,77,11950.0,920150.0,27.9,Hujan,Tidak,Tidak,113,33,19,9370,Tunai,3.0
2025-01-29,Boyolali Kota,Yogurt,Olahan,Pasar Tradisional,Online,44,10134.0,445896.0,26.2,Hujan,Tidak,Tidak,122,78,5,4189,QRIS,4.5
2025-01-29,Cepogo,Susu UHT,Susu Cair,Toko Modern,Titip Jual,36,8555.0,307980.0,26.2,Hujan,Tidak,Tidak,58,25,16,8184,Tunai,4.6
2025-01-29,Ampel,Keju Mozzarella,Olahan,Warung,Offline,20,28481.0,569620.0,26.2,Hujan,Tidak,Tidak,50,30,13,7022,Tunai,4.3
2025-01-29,Ampel,Susu UHT,Susu Cair,Warung,Online,49,8178.0,400722.0,26.2,Hujan,Tidak,Tidak,99,49,17,8754,Transfer,4.1
2025-01-30,Selo,Susu Segar,Susu Cair,Warung,Offline,51,11898.0,606798.0,23.1,Hujan,Tidak,Tidak,81,35,20,10522,QRIS,4.3
2025-01-30,Ampel,Yogurt,Olahan,Toko Modern,Online,30,9825.0,294750.0,23.1,Hujan,Tidak,Tidak,49,21,11,6801,Transfer,3.9
2025-01-30,Musuk,Susu Segar,Susu Cair,Warung,Offline,45,,,23.1,Hujan,Tidak,Tidak,115,69,17,9440,Transfer,4.7
2025-01-31,Selo,Permen Susu,Snack,Pasar Tradisional,Titip Jual,31,5165.0,160115.0,22.7,Hujan,Tidak,Tidak,86,54,23,11373,Tunai,4.9
2025-01-31,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,48,12438.0,597024.0,22.7,Hujan,Tidak,Tidak,74,23,18,10323,QRIS,4.6
2025-01-31,Musuk,Susu Segar,Susu Cair,Warung,Online,56,12122.0,678832.0,22.7,Hujan,Tidak,Tidak,133,81,17,10166,QRIS,4.8
2025-02-01,Musuk,Es Krim,Snack,Warung,Offline,24,7242.0,173808.0,23.0,Hujan,Ya,Tidak,82,56,20,10662,Transfer,5.0
2025-02-01,Boyolali Kota,Es Krim,Snack,Pasar Tradisional,Online,42,7138.0,299796.0,23.0,Hujan,Ya,Tidak,89,51,5,3222,Transfer,4.6
2025-02-02,Cepogo,Susu Segar,Susu Cair,Warung,Offline,47,11815.0,555305.0,23.3,Hujan,Ya,Tidak,96,52,18,10243,QRIS,4.6
2025-02-02,Ampel,Susu UHT,Susu Cair,Warung,Offline,45,8436.0,379620.0,23.3,Hujan,Ya,Tidak,74,29,12,5186,Transfer,4.2
2025-02-02,Musuk,Susu UHT,Susu Cair,Restoran/Kafe,Online,35,9099.0,318465.0,23.3,Hujan,Ya,Tidak,67,36,16,7737,Transfer,4.0
2025-02-03,Mojosongo,Susu Segar,Susu Cair,Restoran/Kafe,Online,52,11640.0,605280.0,24.2,Hujan,Tidak,Tidak,116,62,6,3097,QRIS,4.2
2025-02-03,Ampel,Yogurt,Olahan,Restoran/Kafe,Offline,51,9300.0,474300.0,24.2,Hujan,Tidak,Ya,120,74,15,7640,Tunai,3.8
2025-02-04,Musuk,Susu Segar,Susu Cair,Warung,Online,44,11570.0,509080.0,25.4,Hujan,Tidak,Tidak,63,24,19,10042,Tunai,4.7
2025-02-04,Mojosongo,Yogurt,Olahan,Warung,Online,44,9740.0,428560.0,25.4,Hujan,Tidak,Tidak,73,31,11,3950,QRIS,4.3
2025-02-05,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,60,12704.0,762240.0,26.4,Hujan,Tidak,Tidak,93,34,23,13127,QRIS,4.3
2025-02-06,Boyolali Kota,Es Krim,Snack,Warung,Offline,35,7046.0,246610.0,24.7,Hujan,Tidak,Tidak,89,52,6,4683,Tunai,4.6
2025-02-06,Ampel,Es Krim,Snack,Pasar Tradisional,Offline,35,6979.0,244265.0,24.7,Hujan,Tidak,Tidak,88,52,16,8243,QRIS,4.4
2025-02-06,Cepogo,PERMEN SUSU,Snack,Warung,Offline,21,4823.0,101283.0,24.7,Hujan,Tidak,Tidak,82,62,16,6278,QRIS,4.1
2025-02-07,Musuk,Susu Segar,Susu Cair,Restoran/Kafe,Offline,47,12572.0,590884.0,23.3,Hujan,Tidak,Tidak,104,54,20,10221,Transfer,3.5
2025-02-07,Boyolali Kota,Keju Mozzarella,Olahan,Toko Modern,Offline,21,22960.0,482160.0,23.3,Hujan,Tidak,Ya,88,72,3,2353,Transfer,3.5
2025-02-07,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Online,46,8751.0,402546.0,23.3,Hujan,Tidak,Tidak,109,63,12,6841,Tunai,4.0
2025-02-07,Musuk,Susu UHT,Susu Cair,Warung,Offline,50,7904.0,395200.0,23.3,Hujan,Tidak,Ya,110,58,14,7765,Tunai,4.4
2025-02-07,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,42,8456.0,355152.0,23.3,Hujan,Tidak,Tidak,118,81,7,5382,Transfer,4.4
2025-02-08,Ampel,Es Krim,Snack,Pasar Tradisional,Offline,46,7055.0,324530.0,25.8,Hujan,Ya,Tidak,63,17,15,8923,QRIS,3.9
2025-02-08,Mojosongo,Yogurt,Olahan,Toko Modern,Offline,26,10048.0,261248.0,25.8,Hujan,Ya,Tidak,90,66,9,5315,Tunai,3.7
2025-02-09,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Offline,102,9840.0,1003680.0,29.1,Hujan,Ya,Ya,158,55,2,3023,QRIS,4.0
2025-02-10,Mojosongo,Susu UHT,Susu Cair,Warung,Offline,48,8404.0,403392.0,23.7,Hujan,Tidak,Tidak,103,59,8,3408,QRIS,5.0
2025-02-10,Ampel,Susu UHT,Susu Cair,Restoran/Kafe,Online,40,7904.0,316160.0,23.7,Hujan,Tidak,Ya,59,16,13,7962,Transfer,4.4
2025-02-10,Boyolali Kota,Susu UHT,Susu Cair,Pasar Tradisional,Titip Jual,34,8368.0,284512.0,23.7,Hujan,Tidak,Tidak,79,49,3,3669,QRIS,4.5
2025-02-10,Mojosongo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,50,8116.0,405800.0,23.7,Hujan,Tidak,Tidak,118,66,9,4011,Transfer,3.7
2025-02-10,Mojosongo,Keju Mozzarella,Olahan,Pasar Tradisional,Offline,10,28353.0,283530.0,23.7,Hujan,Tidak,Tidak,78,73,11,5986,Tunai,5.0
2025-02-11,Ampel,Susu Segar,Susu Cair,Warung,Online,56,11160.0,624960.0,23.5,Hujan,Tidak,Ya,75,23,15,7666,Transfer,4.3
2025-02-11,Musuk,Es Krim,Snack,Pasar Tradisional,Offline,50,6748.0,337400.0,23.5,Hujan,Tidak,Tidak,104,52,15,9321,QRIS,4.3
2025-02-11,Mojosongo,Yogurt,Olahan,Toko Modern,Offline,35,9877.0,345695.0,23.5,Hujan,Tidak,Tidak,98,63,6,3487,Tunai,4.4
2025-02-12,Boyolali Kota,Susu UHT,Susu Cair,Warung,Titip Jual,49,8589.0,420861.0,23.0,Hujan,Tidak,Tidak,100,56,7,4996,Tunai,4.0
2025-02-12,Musuk,Yogurt,Olahan,Pasar Tradisional,Titip Jual,43,10058.0,432494.0,23.0,Hujan,Tidak,Tidak,72,32,15,7460,Tunai,3.7
2025-02-13,Musuk,Es Krim,Snack,Warung,Offline,68,6980.0,474640.0,27.5,Hujan,Tidak,Tidak,114,44,17,9122,Tunai,4.5
2025-02-13,Cepogo,Permen Susu,Snack,Pasar Tradisional,Online,25,5046.0,126150.0,27.5,Hujan,Tidak,Tidak,53,33,21,10912,QRIS,3.9
2025-02-13,Ampel,Susu Segar,Susu Cair,Warung,Titip Jual,41,12435.0,509835.0,27.5,Hujan,Tidak,Tidak,68,24,17,7364,Tunai,3.9
2025-02-14,Musuk,Susu UHT,Susu Cair,Warung,Titip Jual,54,7904.0,426816.0,26.6,Hujan,Tidak,Ya,98,42,19,9510,Transfer,3.8
2025-02-14,Musuk,Susu UHT,Susu Cair,Warung,Offline,43,8339.0,358577.0,26.6,Hujan,Tidak,Tidak,82,39,15,8337,Tunai,4.3
2025-02-14,Boyolali Kota,Susu Segar,Susu Cair,Restoran/Kafe,Offline,56,11775.0,659400.0,26.6,Hujan,Tidak,Tidak,75,19,5,2981,Transfer,3.9
2025-02-15,Cepogo,Es Krim,Snack,Restoran/Kafe,Offline,55,6849.0,376695.0,24.1,Hujan,Ya,Tidak,114,57,17,8779,Transfer,4.3
2025-02-15,Musuk,Keju Mozzarella,Olahan,Warung,Offline,34,27582.0,937788.0,24.1,Hujan,Ya,Tidak,89,52,19,9846,Transfer,4.4
2025-02-15,Selo,Susu Segar,Susu Cair,Toko Modern,Offline,84,9840.0,826560.0,24.1,Hujan,Ya,Ya,124,42,17,8421,QRIS,4.0
2025-02-16,Ampel,Es Krim,Snack,Pasar Tradisional,Offline,41,7149.0,293109.0,23.7,Hujan,Ya,Tidak,62,19,16,7784,Transfer,3.7
2025-02-16,Musuk,Susu Segar,Susu Cair,Warung,Online,53,12234.0,648402.0,23.7,Hujan,Ya,Tidak,68,13,13,7164,QRIS,3.6
2025-02-16,Selo,Yogurt,Olahan,Toko Modern,Titip Jual,36,9925.0,357300.0,23.7,Hujan,Ya,Tidak,112,75,23,11498,Transfer,4.3
2025-02-16,Selo,Yogurt,Olahan,Warung,Offline,40,9616.0,384640.0,23.7,Hujan,Ya,Tidak,86,48,19,8681,Tunai,3.8
2025-02-17,Ampel,Susu Segar,Susu Cair,Warung,Offline,54,11593.0,626022.0,26.6,Hujan,Tidak,Tidak,70,16,14,9177,Tunai,3.8
2025-02-17,Boyolali Kota,Yogurt,Olahan,Warung,Offline,35,9910.0,346850.0,26.6,Hujan,Tidak,Tidak,84,49,5,4032,QRIS,4.6
2025-02-18,Cepogo,Yogurt,Olahan,Pasar Tradisional,Offline,53,10271.0,544363.0,23.2,Hujan,Tidak,Tidak,84,32,18,8761,Transfer,4.6
2025-02-18,Ampel,Permen Susu,Snack,Warung,Offline,29,5115.0,148335.0,23.2,Hujan,Tidak,Tidak,74,42,13,8395,Tunai,4.2
2025-02-19,Mojosongo,Susu UHT,Susu Cair,Warung,Offline,31,8025.0,248775.0,23.5,Hujan,Tidak,Tidak,87,56,9,4904,Transfer,2.9
2025-02-19,Selo,Keju Mozzarella,Olahan,Restoran/Kafe,Online,40,27949.0,1117960.0,23.5,Hujan,Tidak,Tidak,114,75,22,10994,QRIS,3.9
2025-02-19,Cepogo,Susu Segar,Susu Cair,Warung,Online,61,12067.0,736087.0,23.5,Hujan,Tidak,Tidak,90,29,17,8233,Tunai,4.0
2025-02-19,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Titip Jual,53,12304.0,652112.0,23.5,Hujan,Tidak,Tidak,68,18,13,7888,Tunai,4.1
2025-02-20,Selo,Es Krim,Snack,Warung,Offline,52,7057.0,366964.0,26.5,Hujan,Tidak,Tidak,85,31,22,10473,Tunai,4.5
2025-02-20,Boyolali Kota,Susu Segar,Susu Cair,Pasar Tradisional,Offline,55,12196.0,670780.0,26.5,Hujan,Tidak,Tidak,92,37,4,3539,QRIS,4.6
2025-02-20,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,65,11742.0,763230.0,26.5,Hujan,Tidak,Tidak,83,19,15,7461,QRIS,4.2
2025-02-20,Selo,Susu UHT,Susu Cair,Toko Modern,Offline,33,8420.0,277860.0,26.5,Hujan,Tidak,Tidak,87,57,23,9736,QRIS,4.3
2025-02-20,Cepogo,Susu Segar,Susu Cair,Warung,Offline,54,11958.0,645732.0,26.5,Hujan,Tidak,Tidak,117,62,17,9314,Tunai,3.8
2025-02-21,Mojosongo,Susu Segar,Susu Cair,Warung,Titip Jual,47,12402.0,582894.0,26.1,Hujan,Tidak,Tidak,123,76,5,4661,Tunai,4.0
2025-02-21,Musuk,Permen Susu,Snack,Pasar Tradisional,Offline,36,5048.0,181728.0,26.1,Hujan,Tidak,Tidak,106,74,18,8508,Tunai,4.8
2025-02-21,Cepogo,Keju Mozzarella,Olahan,Warung,Offline,6,27291.0,163746.0,26.1,Hujan,Tidak,Tidak,57,53,18,9337,Tunai,4.5
2025-02-21,Boyolali Kota,Permen Susu,Snack,Warung,Offline,41,4650.0,190650.0,26.1,Hujan,Tidak,Ya,80,39,4,4062,Tunai,4.3
2025-02-22,Cepogo,Keju Mozzarella,Olahan,Toko Modern,Offline,40,,,30.5,Hujan,Ya,Tidak,85,49,19,10654,Transfer,4.2
2025-02-22,Musuk,Susu Segar,Susu Cair,Pasar Tradisional,Offline,90,11438.0,1029420.0,30.5,Hujan,Ya,Tidak,128,38,18,9132,Tunai,5.0
2025-02-23,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Online,72,11819.0,850968.0,26.2,Hujan,Ya,Tidak,133,61,2,1616,Transfer,4.4
2025-02-23,Mojosongo,Keju Mozzarella,Olahan,Warung,Titip Jual,46,28839.0,1326594.0,26.2,Hujan,Ya,Tidak,61,18,8,5279,QRIS,4.1
2025-02-23,Selo,Yogurt,Olahan,Warung,Offline,36,9300.0,334800.0,26.2,Hujan,Ya,Ya,105,70,17,8522,Transfer,4.9
2025-02-24,Boyolali Kota,Susu Segar,Susu Cair,Warung,Offline,68,12420.0,844560.0,27.5,Hujan,Tidak,Tidak,141,74,5,4359,QRIS,3.8
2025-02-24,Cepogo,Yogurt,Olahan,Toko Modern,Offline,40,10027.0,401080.0,27.5,Hujan,Tidak,Tidak,102,59,19,9619,Tunai,4.4
2025-02-24,Selo,Permen Susu,Snack,Pasar Tradisional,Online,26,4769.0,123994.0,27.5,Hujan,Tidak,Tidak,62,38,21,9663,QRIS,4.2
2025-02-24,Musuk,Yogurt,Olahan,Restoran/Kafe,Offline,46,10050.0,462300.0,27.5,Hujan,Tidak,Tidak,74,31,15,7624,Transfer,4.7
2025-02-25,Boyolali Kota,Es Krim,Snack,Toko Modern,Offline,36,7077.0,254772.0,25.4,Hujan,Tidak,Tidak,105,67,6,3334,Tunai,3.9
2025-02-25,Selo,Susu Segar,Susu Cair,Toko Modern,Offline,71,12270.0,871170.0,25.4,Hujan,Tidak,Tidak,105,33,18,7980,Transfer,4.7
2025-02-26,Ampel,Es Krim,Snack,Toko Modern,Offline,33,6916.0,228228.0,24.0,Hujan,Tidak,Tidak,100,68,15,8890,Transfer,4.4
2025-02-26,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Online,44,12088.0,531872.0,24.0,Hujan,Tidak,Tidak,69,24,21,10955,Tunai,4.0
2025-02-26,Mojosongo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,41,11989.0,491549.0,24.0,Hujan,Tidak,Tidak,113,69,9,5769,Tunai,4.5
2025-02-27,Selo,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,41,8333.0,341653.0,25.1,Hujan,Tidak,Tidak,63,27,20,10433,Transfer,4.4
2025-02-27,Cepogo,Permen Susu,Snack,Pasar Tradisional,Titip Jual,28,5037.0,141036.0,25.1,Hujan,Tidak,Tidak,57,28,16,8985,QRIS,4.8
2025-02-28,Selo,Keju Mozzarella,Olahan,Restoran/Kafe,Offline,42,,,23.1,Hujan,Tidak,Tidak,81,37,22,11125,QRIS,3.7
2025-03-01,Musuk,Es Krim,Snack,Warung,Online,36,7091.0,255276.0,25.5,Hujan,Ya,Tidak,105,74,17,9595,Transfer,4.4
2025-03-01,Musuk,Es Krim,Snack,Pasar Tradisional,Offline,36,6914.0,248904.0,25.5,Hujan,Ya,Tidak,82,46,21,11024,Tunai,4.4
2025-03-01,Mojosongo,Yogurt,Olahan,Pasar Tradisional,Titip Jual,29,9604.0,278516.0,25.5,Hujan,Ya,Tidak,94,69,4,2348,Transfer,3.7
2025-03-01,Musuk,Susu Segar,Susu Cair,Toko Modern,Offline,44,11541.0,507804.0,25.5,Hujan,Ya,Tidak,107,66,14,6594,Tunai,4.2
2025-03-02,Boyolali Kota,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,39,8440.0,329160.0,24.7,Hujan,Ya,Tidak,77,41,4,2637,QRIS,4.1
2025-03-02,Mojosongo,PERMEN SUSU,Snack,Pasar Tradisional,Offline,32,4650.0,148800.0,24.7,Hujan,Ya,Ya,97,66,9,5612,QRIS,4.5
2025-03-02,Musuk,Susu Segar,Susu Cair,Pasar Tradisional,Offline,66,11924.0,786984.0,24.7,Hujan,Ya,Tidak,108,42,18,8119,QRIS,3.8
2025-03-03,Selo,Permen Susu,Snack,Warung,Offline,36,5084.0,183024.0,27.5,Hujan,Tidak,Tidak,115,80,25,11791,QRIS,5.0
2025-03-03,Cepogo,Susu UHT,Susu Cair,Warung,Offline,38,8684.0,329992.0,27.5,Hujan,Tidak,Tidak,93,56,17,8302,Tunai,5.0
2025-03-03,Selo,Es Krim,Snack,Warung,Offline,51,6691.0,341241.0,27.5,Hujan,Tidak,Tidak,66,20,23,11966,QRIS,3.9
2025-03-04,Cepogo,Susu Segar,Susu Cair,Warung,Titip Jual,48,12368.0,593664.0,23.8,Hujan,Tidak,Tidak,91,41,14,7465,QRIS,5.0
2025-03-04,Selo,Yogurt,Olahan,Toko Modern,Online,48,9888.0,474624.0,23.8,Hujan,Tidak,Tidak,117,66,21,11606,Tunai,4.7
2025-03-05,Boyolali Kota,Yogurt,Olahan,Toko Modern,Offline,30,10257.0,307710.0,26.7,Hujan,Tidak,Tidak,77,45,5,5139,QRIS,4.6
2025-03-05,Boyolali Kota,Susu UHT,Susu Cair,Pasar Tradisional,Offline,51,8436.0,430236.0,26.7,Hujan,Tidak,Tidak,98,46,3,1773,Tunai,4.3
2025-03-05,Ampel,Permen Susu,Snack,Toko Modern,Offline,30,4937.0,148110.0,26.7,Hujan,Tidak,Tidak,75,42,14,7310,Tunai,4.1
2025-03-05,Ampel,Es Krim,Snack,Restoran/Kafe,Offline,59,7020.0,414180.0,26.7,Hujan,Tidak,Tidak,100,43,12,5957,Tunai,3.9
2025-03-05,Musuk,Es Krim,Snack,Warung,Titip Jual,43,7394.0,317942.0,26.7,Hujan,Tidak,Tidak,86,43,19,10118,Tunai,5.0
2025-03-06,Musuk,Permen Susu,Snack,Toko Modern,Offline,23,4907.0,112861.0,26.4,Hujan,Tidak,Tidak,52,27,16,8711,Tunai,4.0
2025-03-06,Boyolali Kota,Es Krim,Snack,Warung,Offline,32,7013.0,224416.0,26.4,Hujan,Tidak,Tidak,94,61,5,3171,QRIS,4.3
2025-03-06,Selo,Susu UHT,Susu Cair,Warung,Offline,45,8181.0,368145.0,26.4,Hujan,Tidak,Tidak,91,47,22,11157,Tunai,3.8
2025-03-07,Musuk,Susu Segar,Susu Cair,Toko Modern,Online,78,9840.0,767520.0,23.6,Hujan,Tidak,Ya,122,46,16,8756,Transfer,4.8
2025-03-07,Selo,Susu Segar,Susu Cair,Toko Modern,Online,59,9840.0,580560.0,23.6,Hujan,Tidak,Ya,77,22,20,9557,Tunai,4.0
2025-03-08,Mojosongo,Permen Susu,Snack,Warung,Offline,40,4843.0,193720.0,23.5,Hujan,Ya,Tidak,108,67,7,4875,QRIS,5.0
2025-03-08,Boyolali Kota,Yogurt,Olahan,Pasar Tradisional,Titip Jual,45,10202.0,459090.0,23.5,Hujan,Ya,Tidak,116,70,6,3605,Tunai,4.2
2025-03-08,Cepogo,Susu UHT,Susu Cair,Toko Modern,Offline,47,8630.0,405610.0,23.5,Hujan,Ya,Tidak,79,31,18,9666,Tunai,3.3
2025-03-08,Ampel,Yogurt,Olahan,Toko Modern,Titip Jual,35,9839.0,344365.0,23.5,Hujan,Ya,Tidak,97,65,10,7084,QRIS,4.2
2025-03-09,Cepogo,Susu Segar,Susu Cair,Warung,Titip Jual,73,11160.0,814680.0,27.8,Hujan,Ya,Ya,132,62,16,9723,Transfer,4.3
2025-03-09,Ampel,Susu UHT,Susu Cair,Restoran/Kafe,Online,45,7904.0,355680.0,27.8,Hujan,Ya,Ya,122,75,11,5287,Transfer,3.7
2025-03-09,Musuk,Permen Susu,Snack,Restoran/Kafe,Titip Jual,34,4982.0,169388.0,27.8,Hujan,Ya,Tidak,112,82,13,7432,QRIS,4.3
2025-03-09,Selo,Es Krim,Snack,Toko Modern,Offline,43,7204.0,309772.0,27.8,Hujan,Ya,Tidak,71,25,26,13039,Tunai,3.6
2025-03-10,Boyolali Kota,Susu UHT,Susu Cair,Warung,Offline,47,8701.0,408947.0,25.5,Hujan,Tidak,Tidak,104,61,3,3373,Tunai,4.6
2025-03-10,Boyolali Kota,Es Krim,Snack,Warung,Offline,35,6956.0,243460.0,25.5,Hujan,Tidak,Tidak,104,72,3,2696,QRIS,4.3
2025-03-11,Cepogo,Susu Segar,Susu Cair,Warung,Offline,68,11981.0,814708.0,28.9,Hujan,Tidak,Tidak,120,49,19,9339,Tunai,3.7
2025-03-11,Selo,Susu UHT,Susu Cair,Warung,Titip Jual,50,8264.0,413200.0,28.9,Hujan,Tidak,Tidak,111,58,22,11027,QRIS,3.9
2025-03-11,Mojosongo,Susu Segar,Susu Cair,Toko Modern,Offline,70,11578.0,810460.0,28.9,Hujan,Tidak,Tidak,89,19,6,3152,QRIS,4.4
2025-03-12,Cepogo,Yogurt,Olahan,Restoran/Kafe,Offline,70,9877.0,691390.0,23.1,Hujan,Tidak,Tidak,92,20,19,9099,Tunai,3.9
2025-03-12,Musuk,Permen Susu,Snack,Toko Modern,Offline,20,5023.0,100460.0,23.1,Hujan,Tidak,Tidak,90,74,19,9770,Tunai,4.5
2025-03-12,Ampel,Susu Segar,Susu Cair,Restoran/Kafe,Offline,61,11979.0,730719.0,23.1,Hujan,Tidak,Tidak,87,27,15,6819,QRIS,4.0
2025-03-13,Selo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,39,8572.0,334308.0,26.6,Hujan,Tidak,Tidak,62,23,21,10925,Tunai,4.6
2025-03-13,Cepogo,Susu Segar,Susu Cair,Warung,Online,59,11820.0,697380.0,26.6,Hujan,Tidak,Tidak,90,29,17,9018,QRIS,4.5
2025-03-13,Ampel,Permen Susu,Snack,Toko Modern,Titip Jual,25,4821.0,120525.0,26.6,Hujan,Tidak,Tidak,76,51,15,7976,Tunai,4.0
2025-03-13,Musuk,Keju Mozzarella,Olahan,Warung,Offline,23,,,26.6,Hujan,Tidak,Tidak,60,35,20,9355,QRIS,4.6
2025-03-14,Mojosongo,Susu Segar,Susu Cair,Warung,Online,51,12281.0,626331.0,26.0,Hujan,Tidak,Tidak,98,52,8,4670,Tunai,4.4
2025-03-14,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Titip Jual,28,4650.0,130200.0,26.0,Hujan,Tidak,Ya,51,23,10,5623,QRIS,4.1
2025-03-14,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,47,12255.0,575985.0,26.0,Hujan,Tidak,Tidak,88,39,19,8471,QRIS,4.5
2025-03-15,Cepogo,Es Krim,Snack,Pasar Tradisional,Offline,31,6941.0,215171.0,22.5,Hujan,Ya,Tidak,96,69,15,6603,Tunai,4.8
2025-03-15,Cepogo,Es Krim,Snack,Toko Modern,Offline,39,6922.0,269958.0,22.5,Hujan,Ya,Tidak,86,47,17,7650,Tunai,3.1
